name,Lesson1,rate1,Lesson2,rate2,Lesson3,rate3,Lesson4,rate4,Lesson5,rate5,Lesson6,rate6,Lesson7,rate7,Lesson8,rate8,Lesson9,rate9,Lesson10,rate10,Lesson11,rate11,Lesson12,rate12,Lesson13,rate13,Lesson14,rate14,Lesson15,rate15,Lesson16,rate16,Lesson17,rate17,Lesson18,rate18,Lesson19,rate19,Lesson20,rate20
赖莉,[0, 1.1993300430922345],[0, 0.9345587875770729],[0, 0.5823956021108557],[0, 1.209861837318611],[0, 0.6106080636770936],[0, 1.0118305544431299],[0, 1.1084661093568382],[0, 0.41716567791156356],[0, 0.5701142512986825],[0, 0.8021809388531397],[0, 1.2864291640736103],[0, 0.5368664728873093],[0, 1.0515424425639035],[0, 1.1857925565268044],[0, 0.8657193636074308],[0, 0.6589284317258165],[0, 0.5605358565992123],[0, 0.4222203220680941],[0, 0.860788782015027],[0, 0.3416287721930863]
彭秀梅,[0, 0.8959097564705638],[0, 1.1421818106307038],[0, 1.2119740305798057],[0, 1.0908039324893577],[0, 1.1782468096147931],[0, 0.6316971449217716],[0, 1.0197647242911962],[0, 1.3212046795701378],[0, 1.325418868196531],[0, 1.0590546940923444],[0, 1.0921332900425906],[0, 0.5897975797239026],[0, 0.48813879165299207],[0, 0.45547773988336177],[0, 1.2381964330650825],[0, 0.628478547326917],[0, 0.6137853752514562],[0, 0.4198238290416722],[0, 0.801701307727172],[0, 0.9360997612934763]
钟波,[0, 1.1204876656905882],[0, 0.23049633755519872],[0, 0.6244280956370439],[0, 0.821937282885364],[0, 0.9670989932156677],[0, 0.5237550902747934],[0, 0.4886920325540489],[0, 0.5744356583446787],[0, 0.5685552573927455],[0, 0.9267325229591722],[0, 1.0348710178319314],[0, 0.4280054707486467],[0, 0.6856012027733863],[0, 0.3061989264003445],[0, 1.1496866202714138],[0, 0.8598257487471543],[0, 0.9537435432431357],[0, 0.8349570106386306],[0, 0.8282880515598128],[0, 1.1334983511659094]
张玲,[0, 0.9266947796090195],[0, 0.7841363581151062],[0, 0.9099936785992754],[0, 1.4381856529729409],[0, 0.8887063493111341],[0, 1.1731799797619185],[0, 0.8803362368599293],[0, 0.7500409295910739],[0, 0.8490682279460147],[0, 1.2547306322955598],[0, 1.030448926896852],[0, 0.7046432619236424],[0, 1.2014733767185009],[0, 0.709434582527808],[0, 1.368104122733707],[0, 0.5684823638792968],[0, 1.0589796842186456],[0, 1.0076646678777013],[0, 1.0019121396556134],[0, 0.7788595456586079]
黄倩,[0, 1.1424272127393333],[0, 0.7630038333368537],[0, 1.0591516346311711],[0, 1.0066505519752469],[0, 1.2112011550104562],[0, 0.7879192540100313],[0, 1.2608903703296845],[0, 0.694888903604622],[0, 1.2093176865704782],[0, 1.0595567319047703],[0, 1.1611600157773097],[0, 0.5864042403363401],[0, 1.0140417969917186],[0, 0.2917119872943661],[0, 0.3169798493542668],[0, 0.7807082085048398],[0, 0.8868661149368353],[0, 0.708701578593804],[0, 0.34942534450569485],[0, 1.0033155560004174]
王云,[0, 0.8460484641705157],[0, 0.6349166297592101],[0, 0.669927001310796],[0, 0.8709393241191549],[0, 1.0674555113614748],[0, 1.111136458387957],[0, 0.6994839293627053],[0, 0.6872563656904218],[0, 0.51437477670391],[0, 0.5855090875837512],[0, 1.066161705295365],[0, 0.9100443967862352],[0, 0.3650268714700867],[0, 1.3173632967456252],[0, 0.44556668741621097],[0, 0.9661936599953076],[0, 0.5141554042338365],[0, 0.56657069913801],[0, 0.7640488108849253],[0, 0.978597408689653]
温红梅,[0, 0.7430695671703464],[0, 1.351580083212101],[0, 1.5321363325639732],[0, 1.0393973143447632],[0, 0.7902705664057176],[0, 1.5565480546348],[0, 0.8614229661259998],[0, 1.5614260551739871],[0, 1.0300382786157987],[0, 1.2490782877317654],[0, 0.9342009620861421],[0, 1.5100695498804417],[0, 1.689665515823822],[0, 1.60374720837788],[0, 1.6797095240133078],[0, 1.5005050305523304],[0, 1.0963421154134785],[0, 0.9271002670796439],[0, 0.8498437720825853],[0, 1.2574825460103645]
林鹏,[0, 1.2276567386369304],[0, 1.3887177579506746],[0, 1.4230193074761197],[0, 1.1920138644028664],[0, 0.6132381795976795],[0, 0.9043601253269136],[0, 1.091735540828926],[0, 1.4454902115174568],[0, 1.4243839395091837],[0, 1.4155060549514398],[0, 0.5559111554839716],[0, 0.5609010231259739],[0, 0.9129151843329325],[0, 1.0750055365610485],[0, 1.4978728860128583],[0, 0.9250905555437645],[0, 1.2031655776942385],[0, 1.232675078256297],[0, 0.5724401812437729],[0, 0.5441034513510369]
赵伟,[0, 0.8688916006270995],[0, 1.0979162724491967],[0, 1.488767559891536],[0, 1.4753998363592884],[0, 1.3578544210264145],[0, 0.9586047570539129],[0, 1.3555683224913975],[0, 1.2850581682609825],[0, 1.3336699093987754],[0, 0.9809152149537281],[0, 1.097205849429629],[0, 0.9815023339361623],[0, 0.9514884320256652],[0, 0.852254785308843],[0, 1.2109624670028467],[0, 1.4347501751419705],[0, 0.8924013081294048],[0, 0.5551287057984529],[0, 1.4260022413628084],[0, 1.4689887699437951]
黄颖,[0, 1.034309336764069],[0, 0.5975199055106185],[0, 0.7866157405406192],[0, 1.2757169986528043],[0, 0.9300681335184152],[0, 0.4374238207836487],[0, 0.8014186130469008],[0, 1.1325025651004295],[0, 0.3620687432046852],[0, 0.3565377915884349],[0, 1.1918960912858523],[0, 0.9403593043774291],[0, 1.0187557269228154],[0, 1.1796727961705553],[0, 1.3067356877760303],[0, 0.5764420356149316],[0, 0.3786737832142114],[0, 0.920755586521184],[0, 1.1930803534738708],[0, 0.8842233687615124]
罗楠,[0, 0.9564582529300547],[0, 1.1929675194066625],[0, 1.3467314184198775],[0, 0.8148381602504114],[0, 0.9261649866702774],[0, 1.472792134371074],[0, 0.693616866207149],[0, 0.9203925143249199],[0, 1.3492742873298105],[0, 0.9202116585818052],[0, 1.3897470386896906],[0, 1.4618772608557835],[0, 1.1985438173288143],[0, 1.2733460537919392],[0, 0.9328211928575675],[0, 1.0506052373947967],[0, 0.9041748149705522],[0, 0.9847697132396709],[0, 1.4043458152108967],[0, 1.3275147306313912]
包勇,[0, 0.7795411389928654],[0, 1.031362682977091],[0, 1.0018120517742193],[0, 1.1687682977914036],[0, 1.2439458962632406],[0, 1.100615259156712],[0, 1.4906380776393342],[0, 0.959833833284328],[0, 1.2787000713282157],[0, 1.2999634248681984],[0, 1.3834081647067231],[0, 0.861618022891542],[0, 0.9165391509041121],[0, 0.998772106461866],[0, 1.6703124707533732],[0, 1.6363317579850696],[0, 1.3071139889502943],[0, 0.7825295138019012],[0, 1.1543202361347982],[0, 1.2050143522176655]
萧健,[0, 1.68170289550266],[0, 1.6546670829101768],[0, 0.8087422226299382],[0, 1.4354245726696764],[0, 1.1449778957839425],[0, 1.443858465229509],[0, 1.4392852914153171],[0, 1.653309753871691],[0, 1.3670033295610644],[0, 1.3187452549653869],[0, 1.1486269651124537],[0, 0.8496663469277638],[0, 0.8176616196599882],[0, 1.0074357605891624],[0, 1.2109275429413742],[0, 0.8125539237291719],[0, 1.0435458041902446],[0, 1.1639329633319044],[0, 0.851778987150073],[0, 1.3272123385094547]
袁莉,[0, 1.527585704887802],[0, 1.532649991065456],[0, 1.3615560319280284],[0, 1.28107654249172],[0, 1.4924879346922533],[0, 0.6693808176499122],[0, 1.5655191716162005],[0, 0.5729911682301816],[0, 1.0738801268726132],[0, 0.6159411916319741],[0, 0.9796829503128075],[0, 0.9074525547052937],[0, 0.7931687123839452],[0, 0.6479283792975602],[0, 0.8816563965804158],[0, 0.8579183628867032],[0, 1.3011789953087853],[0, 1.5108458335881145],[0, 1.3186365521202328],[0, 1.562388687750374]
冯淑英,[0, 1.148422062819877],[0, 1.5922723166057198],[0, 0.8432739276674485],[0, 1.5883340865088331],[0, 1.1908710506890334],[0, 1.4468554341584352],[0, 1.0826955674144487],[0, 1.1170311385470062],[0, 0.9500375153592645],[0, 1.0305330831775985],[0, 0.9393921955959418],[0, 0.7857656454483728],[0, 1.0464951070742863],[0, 1.2296121385039918],[0, 0.9369427798129192],[0, 1.340188757278828],[0, 1.043344133011891],[0, 0.9387259781770372],[0, 1.0536451056165097],[0, 1.562529548842189]
刘志强,[0, 0.8329616147337585],[0, 1.015670718328491],[0, 0.9048343803134034],[1, 1.5931693413316732],[0, 1.7288258958976988],[0, 0.9591228726944773],[0, 0.9834085869811233],[0, 1.202428128372134],[0, 1.7335758725914423],[0, 1.355563802814093],[0, 0.9230171921052825],[0, 0.9174227446404999],[0, 1.1224776501292615],[0, 1.2200760287828216],[0, 1.47916229412007],[0, 1.70486182784963],[0, 1.6410841378619856],[0, 0.8094642395416015],[0, 1.209570317213877],[0, 1.292402788323185]
陆艳,[0, 1.02967052801541],[0, 1.5341322838162483],[0, 0.888191139115315],[0, 1.3532879000257951],[0, 0.7721160394819245],[0, 0.9785241592734888],[0, 0.9905897853508587],[0, 1.5161777086222519],[0, 1.5116076164661179],[0, 1.4451246010555927],[0, 1.4450999615235915],[0, 1.0534405074731599],[0, 1.3543447236001152],[0, 1.3672901002829363],[0, 0.8842281455248526],[0, 1.3646164104950742],[0, 0.9069955440530443],[0, 0.9615554888807429],[0, 1.3997848711007506],[0, 1.4170785142133502]
陈萍,[0, 0.7864930114125894],[0, 0.6602095074096288],[0, 1.1188804745515684],[0, 0.26225092787741877],[0, 1.0393949539010952],[0, 0.9017041123635944],[0, 0.3634933842350506],[0, 0.5122761088612569],[0, 0.24348618709190006],[0, 1.0406520483725656],[0, 0.30219301475952265],[0, 0.602056093218058],[0, 0.685143502329081],[0, 0.6741242522831553],[0, 0.40726741145075585],[0, 0.6969228339478101],[0, 0.38012552287192336],[0, 0.6753180126925838],[0, 0.7193597517616822],[0, 1.029757447223339]
林勇,[0, 1.5471889210221375],[0, 1.187718208680332],[0, 1.49199270043615],[0, 1.1939375643812595],[0, 0.9361224817608352],[0, 0.8449447356985855],[0, 0.9914575251013309],[0, 1.54826123984967],[0, 1.0389232653855751],[0, 1.6318215366198232],[0, 1.0543578515994936],[0, 1.261484446101842],[0, 1.3550768170965326],[0, 1.3045241192630412],[0, 1.5194183880369256],[0, 0.740863395127799],[1, 0.7481077613802152],[0, 0.8008372844149424],[0, 1.4585206357129903],[0, 1.3995856018124546]
樊琳,[0, 0.8454294410641128],[1, 0.6276661498845123],[1, 0.5915825377470214],[1, 100],[1, 100],[1, 100],[1, 100],[1, 0.5843409926928849],[1, 100],[1, 1.3034085734019203],[1, 100],[1, 0.4932830729687194],[0, 100],[1, 100],[1, 100],[1, 100],[1, 100],[1, 100],[1, 0.7105069381572235],[1, 0.6283152932955649]
陈洋,[0, 1.2073806463593182],[0, 0.7681502812040203],[0, 0.679179221721063],[0, 1.117938684463116],[0, 1.0837243708135618],[0, 1.08706942019599],[0, 1.0302886678104104],[0, 0.5520980788598333],[0, 0.9105541187782807],[0, 1.1169255984376316],[0, 1.0679012662278995],[0, 0.828261789665565],[0, 0.9869846237249243],[0, 1.1497376977855418],[0, 1.2419533553811761],[0, 0.7334062852232383],[0, 0.491551893140753],[0, 1.2964550184064496],[0, 0.7660429342723766],[0, 0.6901279434131278]
张燕,[0, 1.3723254049498501],[0, 1.5086318070761955],[0, 0.8672115920708998],[0, 1.7324210022495743],[0, 0.7944849131318819],[0, 0.8421247506065518],[0, 1.0303731794893944],[0, 1.2821069777259826],[0, 0.7568923835497771],[0, 1.2103984446566227],[0, 1.547179873201114],[0, 1.1354345742771466],[0, 1.4450435703294189],[0, 1.4634069760345496],[0, 1.5510736556651104],[0, 1.5317918384746922],[0, 0.9615320727617812],[0, 1.1698389787835235],[0, 1.5615434462972297],[0, 1.305501119448305]
潘明,[0, 1.3422511664376464],[0, 1.5478405858448603],[0, 1.6961967856410707],[0, 0.8707948146188396],[0, 1.151267949881699],[0, 1.455272814308827],[0, 1.2195043558350274],[0, 1.0098721867647207],[0, 1.5533551077294514],[0, 1.616453162806772],[0, 0.8395050560540633],[0, 1.2744032249857797],[0, 0.9653114913589894],[0, 0.9115184934904026],[0, 1.3608206943609793],[0, 1.7379610115563953],[0, 0.9459533311719855],[0, 1.0308093207813545],[0, 1.0723868078924386],[0, 1.2665008584645379]
田霞,[0, 0.9701755290705059],[0, 1.0496766725894338],[0, 0.6756281568470882],[0, 0.887704714418291],[0, 1.2014908643746423],[0, 0.5214674932441353],[0, 1.0817681042365725],[0, 0.9606295598350979],[0, 0.3228438566958971],[0, 0.820585075382517],[0, 1.0176496663266803],[0, 0.31143865910829616],[0, 0.9583768796762323],[0, 0.4869681203603745],[0, 1.1980564022925035],[0, 0.9164462557345642],[0, 0.6226450723173654],[0, 1.228457999853865],[0, 0.5677495553767863],[0, 0.7065113022885923]
田小红,[0, 0.7060280349096182],[0, 1.1674751942790915],[0, 0.5212917316379819],[0, 0.9631816197136269],[0, 0.766582960802555],[0, 0.615581233776187],[0, 0.8163888163791977],[0, 1.2443492194211527],[0, 0.7723390795847702],[0, 0.6417839945854378],[0, 0.8252559070747396],[0, 0.5613322276021064],[0, 0.7101748681538036],[0, 1.2112309920182303],[0, 0.8203593086716745],[0, 1.2477123336020506],[0, 1.3437878013878228],[0, 1.2447030800387746],[0, 0.9811260121402499],[0, 0.7786586246656522]
侯欢,[0, 0.7948116593947714],[0, 1.2030274277188577],[0, 0.6845734546967516],[0, 1.1217737464022763],[0, 1.0044549997083323],[0, 1.5115636238512962],[0, 0.9731661570017026],[0, 0.9380978821555116],[0, 0.6996340684989268],[0, 0.932893147516692],[0, 0.9381316424614503],[0, 0.5794318233431475],[0, 0.6253525760151246],[0, 0.9227939110588944],[0, 0.6013458146619941],[0, 1.1868625994615125],[0, 1.4686250122205293],[0, 0.7065576249617859],[0, 1.2224812627070674],[0, 0.9961451085079814]
杨玲,[0, 0.5588825913357579],[0, 0.8560931403388351],[0, 0.3674702992809056],[0, 0.8183757700613806],[0, 1.1210519049357686],[0, 1.3174593864235984],[0, 1.2116599058695199],[0, 1.27993150180977],[0, 1.1133815879484392],[0, 1.2367141432653903],[0, 1.1610890141891779],[0, 0.39663473456561915],[0, 0.7356065021634485],[0, 1.2171125055783676],[0, 0.575573362968566],[0, 1.1650483962346403],[0, 1.260940256224856],[0, 1.19500244363124],[0, 1.172109448165312],[0, 0.6819216075494456]
陈秀荣,[0, 0.9210761069273671],[0, 0.6522653886775606],[0, 1.0428245505997074],[0, 1.3112101492315285],[0, 0.9522091476085511],[0, 0.6397289059999687],[0, 0.5700563551985572],[0, 1.2787753857137],[0, 0.5851170563971945],[0, 1.1585880879363855],[0, 0.7812968930375582],[0, 1.1999364038070466],[0, 0.8770626624994727],[0, 0.9456831290620259],[0, 1.3123545427604926],[0, 0.6027878482130196],[0, 1.289057338157071],[0, 1.4564725638717801],[0, 0.49941335545983045],[0, 0.7123937675242451]
陈丹,[0, 1.0020952016290465],[0, 0.8010591277750629],[0, 1.177644579832321],[0, 1.0256945956580652],[0, 0.7617455935237085],[0, 1.1343914855681925],[0, 0.424701792408059],[0, 0.7364805236723646],[0, 0.8776276604149078],[0, 0.7281256809077961],[0, 1.0874716938384257],[0, 0.35818777768244253],[0, 0.3092458429850647],[0, 0.36934638889198584],[0, 1.195359884152051],[0, 0.534061290664557],[0, 0.9612448227581822],[0, 0.320170512726669],[0, 0.9546252971756064],[0, 0.7126877927940636]
鞠阳,[0, 0.743041982384888],[0, 0.8763139862694758],[0, 1.4698172247567578],[0, 1.1525371144485108],[0, 0.5041543398778883],[0, 1.2985125072596917],[0, 0.5734595198691042],[0, 1.367665681667528],[0, 0.8049147758173223],[0, 1.4070139940689799],[0, 0.8927982873294504],[0, 1.2183718519202216],[0, 1.0521374270448716],[0, 0.9345060997230121],[0, 1.4795988551861499],[0, 0.6656222518755892],[0, 1.177958185392727],[0, 0.5530568956168718],[0, 1.4247939265831104],[0, 0.5435054587355099]
梁春梅,[0, 0.4805738842026912],[0, 0.738188596826515],[0, 0.6427088329334911],[0, 0.5076736221738513],[0, 0.48416277019722],[0, 1.0124968237533942],[0, 1.137162389197282],[0, 0.6995130165498986],[0, 0.8446595774397767],[0, 0.6337038893434652],[0, 0.38632888334391347],[0, 0.6849213392489613],[0, 0.35116675044707923],[0, 0.860467772670909],[0, 0.845162043554404],[0, 0.7064126632984806],[0, 0.9065955150283405],[0, 0.38224336388917524],[0, 0.891517143586628],[0, 0.7482836429108614]
韩玉梅,[0, 0.4844910535193728],[0, 0.6692626096228242],[0, 1.350525371185703],[0, 1.0533046236560106],[0, 0.4495564642119887],[0, 0.9811947187634857],[0, 0.576730909862572],[0, 0.8300666846653596],[0, 1.355449870725164],[0, 1.1064677350663834],[0, 1.2574115908056882],[0, 0.5979238011394287],[0, 1.2243683277377855],[0, 0.6305465166454816],[0, 0.8488380795787397],[0, 1.1512814568933214],[0, 0.81919149789853],[0, 1.2214256651086348],[0, 0.46110225698577223],[0, 0.8191776130054891]
王丹,[0, 0.3869761810095162],[0, 1.2406251144638625],[0, 0.4613834047585938],[0, 0.300057060506075],[0, 0.5410569539476009],[0, 0.7420941618375139],[0, 1.0763182946238512],[0, 0.7852489484167855],[0, 0.5030414326053143],[0, 1.1201755987254398],[0, 0.9114727606782793],[0, 0.4677148753107297],[0, 1.0078296101224562],[0, 0.8726755289172363],[0, 1.1754346457576377],[0, 0.34336419662462864],[0, 0.5928112582738385],[0, 0.40844084877270276],[0, 0.3115260776685342],[0, 1.0933845933340631]
吴勇,[0, 0.35845075472792337],[0, 0.48710762192472673],[0, 1.2495028424833488],[0, 1.2522649781331965],[0, 0.48221319701565807],[0, 0.9479052440922675],[0, 0.8896975818477026],[0, 0.8447859086726792],[0, 0.892024937850989],[0, 0.34216763430490243],[0, 1.0313785108406295],[0, 1.0367125452296844],[0, 0.7606456830184567],[0, 1.1885432612650677],[0, 0.6897044863010133],[0, 0.482236376434837],[0, 0.3825192010386305],[0, 0.6819063202027458],[0, 0.3169023808237959],[0, 0.53669942461478]
郭秀英,[0, 0.6660408547349725],[0, 0.7362626280984932],[0, 0.728563029511661],[0, 1.2862275919091803],[0, 0.8948428945141726],[0, 0.3647858295326843],[0, 0.5231963158281658],[0, 1.2118235073469588],[0, 1.0507143520532565],[0, 0.9182320848218453],[0, 0.7946380153189736],[0, 0.8214606149591004],[0, 1.1182921995755537],[0, 0.8439640749490529],[0, 0.6403384133655303],[0, 0.45702485723825165],[0, 0.7792647553176093],[0, 0.7584451957304568],[0, 0.7936371732118601],[0, 1.1925249188929554]
卢雪,[0, 0.6532739549949746],[0, 0.530892538515402],[0, 0.9551798043083914],[0, 0.27135038240898157],[0, 1.1469194209339726],[0, 0.927581996742047],[0, 0.5702747690859816],[0, 0.23946893549432235],[0, 0.9441815716657197],[0, 1.1584397134063378],[0, 0.48310352471570916],[0, 0.4284576862411681],[0, 0.47019396049283446],[0, 0.5042975936029175],[0, 0.7518529393918639],[0, 0.4797957954476326],[0, 0.41911957706344705],[0, 1.1936695396878898],[0, 0.7814492207067273],[0, 1.0338815572207756]
